Card Id	Card Name	Set Name	other 	x	x	x	x	x	x	x	x	x
94	Dream's Grip	Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
95	Electrostatic Bolt	Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
96	Battlegrowth	Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
97	Turn to Dust	Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
98	Hallow	Darksteel	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
99	Inflame	Darksteel	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
100	Stand Firm	Fifth Dawn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
101	Condescend	Fifth Dawn	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
102	Lose Hope	Fifth Dawn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
103	Mending Hands	Betrayers of Kamigawa	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
104	Wojek Siren	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
105	Dizzy Spell	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
106	Disembowel	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
107	Surge of Zeal	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
108	Gather Courage	Ravnica: City of Guilds	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
109	Gigadrowse	Guildpact	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
110	Repeal	Guildpact	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
111	Cremate	Guildpact	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
112	Valor Made Real	Dissension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
113	Thermal Flux	Coldsnap	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
114	Skred	Coldsnap	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
115	Clockspinning	Time Spiral	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
116	Lightning Axe	Time Spiral	not_legal	not_legal	legal	legal	legal	legal	legal	not_legal	legal	legal
117	Molder	Time Spiral	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
118	Sprout	Time Spiral	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
119	Thrill of the Hunt	Time Spiral	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
120	Mana Tithe	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
121	Piracy Charm	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
122	Midnight Charm	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
123	Brute Force	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
124	Healing Leaves	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
125	Broken Ambitions	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
126	Needle Drop	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
127	Coordinated Barrage	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
128	Kindled Fury	Morningtide	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
129	Shard Volley	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
130	Niveous Wisps	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
131	Strip Bare	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
132	Cerulean Wisps	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
133	Aphotic Wisps	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
134	Crimson Wisps	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
135	Viridescent Wisps	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
136	Scar	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
137	Barkshell Blessing	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
138	Banishing Knack	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
139	Beckon Apparition	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
140	Shadowfeed	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
141	Magma Spray	Shards of Alara	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
142	Constricting Tendrils	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
143	Might of Alara	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
144	Shieldmate's Blessing	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
145	Vampire's Bite	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
146	Burst Lightning	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
147	Vines of Vastwood	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
148	Veteran's Reflexes	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
149	Dispel	Worldwake	not_legal	not_legal	legal	legal	legal	legal	legal	not_legal	legal	legal
150	Bull Rush	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
151	Groundswell	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
152	Nature's Claim	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
153	Emerge Unscathed	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
154	Smite	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
155	Aura Finesse	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
156	Fleeting Distraction	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
157	Vendetta	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
158	Virulent Swipe	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
159	Heat Ray	Rise of the Eldrazi	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
160	Leaf Arrow	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
161	Prey's Vengeance	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
162	Seize the Initiative	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
163	Turn Aside	Scars of Mirrodin	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
164	Vault Skyward	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
165	Tainted Strike	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
166	Galvanic Blast	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
167	Untamed Might	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
168	Wing Puncture	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
169	Withstand Death	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
170	Steel Sabotage	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
171	Virulent Wound	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
172	Crush	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
173	Mirran Mettle	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
174	Unnatural Predation	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
175	Vapor Snag	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
176	Gut Shot	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
177	Mutagenic Growth	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
178	Dream Twist	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
179	Geistflame	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
180	Ranger's Guile	Innistrad	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
181	Saving Grasp	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
182	Thought Scour	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
183	Tragic Slip	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
184	Undying Evil	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
185	Hunger of the Howlpack	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
186	Cloudshift	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
187	Outwit	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
188	Death Wind	Avacyn Restored	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
189	Banners Raised	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
190	Joint Assault	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
191	Snare the Skies	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
192	Swift Justice	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
193	Downsize	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
194	Mizzium Skin	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
195	Dynacharge	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
196	Electrickery	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
197	Shielded Passage	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
198	Furious Resistance	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
199	Burst of Strength	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
200	Bioshift	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
201	Weapon Surge	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
202	Mending Touch	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
203	Mutant's Prey	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
204	Gods Willing	Theros	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
205	Lost in a Labyrinth	Theros	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
206	Boon of Erebos	Theros	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
207	Spark Jolt	Theros	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
208	Titan's Strength	Theros	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal	legal
209	Mortal's Ardor	Born of the Gods	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
210	Retraction Helix	Born of the Gods	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
211	Eye Gouge	Born of the Gods	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
212	Aspect of Hydra	Born of the Gods	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
213	Ajani's Presence	Journey into Nyx	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
214	Aerial Formation	Journey into Nyx	not_legal	not_legal	not_legal	legal	legal	legal	legal	not_legal	legal	legal
215	Cruel Feeding	Journey into Nyx	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
216	Rouse the Mob	Journey into Nyx	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
217	Nature's Panoply	Journey into Nyx	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
218	Tempest of Light	Mirrodin	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
219	Thirst for Knowledge	Mirrodin	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
220	Grim Reminder	Mirrodin	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
221	Pulse of the Fields	Darksteel	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
222	Pulse of the Grid	Darksteel	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
223	Second Sight	Darksteel	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
224	Pulse of the Forge	Darksteel	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
225	Shunt	Darksteel	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
226	Vanquish	Fifth Dawn	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
227	Hold the Line	Champions of Kamigawa	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
228	Hinder	Champions of Kamigawa	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
229	Hanabi Blast	Champions of Kamigawa	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
230	Flames of the Blood Hand	Betrayers of Kamigawa	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
231	Devouring Light	Ravnica: City of Guilds	not_legal	not_legal	legal	legal	legal	not_legal	legal	legal	legal	legal
232	Char	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
233	Chord of Calling	Ravnica: City of Guilds	not_legal	not_legal	legal	legal	legal	not_legal	legal	not_legal	legal	legal
234	Congregation at Dawn	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
235	Putrefy	Ravnica: City of Guilds	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
236	Ghostway	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
237	Thunderheads	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
238	Crash Landing	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
239	Cerebral Vortex	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
240	Electrolyze	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
241	Schismotivate	Guildpact	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
242	Flash Foliage	Dissension	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
243	Cytoshape	Dissension	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
244	Voidslime	Dissension	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
245	Krovikan Rot	Coldsnap	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
246	Lightning Storm	Coldsnap	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
247	Wipe Away	Time Spiral	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
248	Sudden Death	Time Spiral	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
249	Sudden Spoiling	Time Spiral	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
250	Reiterate	Time Spiral	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
251	Krosan Grip	Time Spiral	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
252	Kor Dirge	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
253	Fatal Frenzy	Planar Chaos	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
